run_time,vendor_folder,total_files_found,success_count,failed_count,duplicate_count,total_invoice_files_processed
2026-05-30T16:16:51,FLEETPRIDE,1,1,0,0,1
2026-05-30T16:16:51,LESHWEB,0,0,0,0,0
2026-05-30T16:16:51,OILVANDOR,0,0,0,0,0
